Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.0,0.583855969604376,0.5666837328999469,0.5709766745567322,254509,0.0,0.0
1962-01-03 00:00:00-05:00,0.0,0.5752699375152588,0.561317569546756,0.5752699375152588,505190,0.0,0.0
1962-01-04 00:00:00-05:00,0.0,0.5849293625985819,0.5752699375152588,0.5752699375152588,254509,0.0,0.0
1962-01-05 00:00:00-05:00,0.0,0.5731234851643016,0.5580977335612716,0.5602443814277649,376979,0.0,0.0
1962-01-08 00:00:00-05:00,0.0,0.5613173383028158,0.5538043681706155,0.5570242404937744,399942,0.0,0.0
1962-01-09 00:00:00-05:00,0.0,0.5613173383028158,0.5548777503489074,0.5570242404937744,376979,0.0,0.0
1962-01-10 00:00:00-05:00,0.0,0.5559513374855223,0.5495117457963512,0.5505849719047546,304262,0.0,0.0
1962-01-11 00:00:00-05:00,0.0,0.553804516142641,0.5355590512379642,0.5484381914138794,269818,0.0,0.0
1962-01-12 00:00:00-05:00,0.0,0.5559514932179612,0.5377060174942017,0.5377060174942017,692723,0.0,0.0
1962-01-15 00:00:00-05:00,0.0,0.5441452484992683,0.5377056980055704,0.5430718660354614,252595,0.0,0.0
1962-01-16 00:00:00-05:00,0.0,0.5527310967445374,0.5409251864769524,0.5527310967445374,239200,0.0,0.0
1962-01-17 00:00:00-05:00,0.0,0.553804516142641,0.5452184749228481,0.5484381914138794,135866,0.0,0.0
1962-01-18 00:00:00-05:00,0.0,0.5538043221412188,0.5462915093258547,0.5527310967445374,306176,0.0,0.0
1962-01-19 00:00:00-05:00,0.0,0.5516581331193082,0.541998669061501,0.5462917685508728,170310,0.0,0.0
1962-01-22 00:00:00-05:00,0.0,0.5516579826518935,0.5430717860150769,0.5495114922523499,246854,0.0,0.0
1962-01-23 00:00:00-05:00,0.0,0.5548777016660617,0.5473647713661194,0.5473647713661194,164570,0.0,0.0
1962-01-24 00:00:00-05:00,0.0,0.5516580939292908,0.5452185039123807,0.5516580939292908,139693,0.0,0.0
1962-01-25 00:00:00-05:00,0.0,0.553804516142641,0.5462917006954876,0.5484381914138794,415251,0.0,0.0
1962-01-26 00:00:00-05:00,0.0,0.5516582371862832,0.5462918716055154,0.5505849719047546,118643,0.0,0.0
1962-01-29 00:00:00-05:00,0.0,0.5527314962437708,0.5419988036155701,0.5419988036155701,216237,0.0,0.0
1962-01-30 00:00:00-05:00,0.0,0.5495116421342989,0.541998669061501,0.5462917685508728,170310,0.0,0.0
1962-01-31 00:00:00-05:00,0.0,0.5752696282592531,0.5495113580255236,0.5666835904121399,327226,0.0,0.0
1962-02-01 00:00:00-05:00,0.0,0.5870754837516033,0.5645369293238908,0.5838558077812195,319571,0.0,0.0
1962-02-02 00:00:00-05:00,0.0,0.5924421840370551,0.586002632124278,0.5902957320213318,239200,0.0,0.0
1962-02-05 00:00:00-05:00,0.0,0.5999550819396973,0.5881490097496549,0.5999550819396973,233459,0.0,0.0
1962-02-06 00:00:00-05:00,0.0,0.6010279655456543,0.5945884181144813,0.6010279655456543,210496,0.0,0.0
1962-02-07 00:00:00-05:00,0.0,0.6031747987291669,0.5967352084577616,0.5999550819396973,221978,0.0,0.0
1962-02-08 00:00:00-05:00,0.0,0.6010282103759961,0.597808376589161,0.5988816022872925,116730,0.0,0.0
1962-02-09 00:00:00-05:00,0.0,0.603174745409912,0.5881489577586448,0.5978084206581116,153088,0.0,0.0
