kalman_pred
-2.8570564
-1.613912
-1.6726036
-3.346844
-2.2132368
-3.5898483
-4.1878986
-3.7082038
-3.6892552
-3.4998608
-2.108408
-3.5264323
-3.685606
-2.5402453
-2.7396083
-1.5601441
-2.5050073
-1.5393649
-1.5181931
-2.208029
-2.0761647
-2.4108233
-2.7870767
-2.4369385
-2.1656802
-3.6819396
-4.5870585
-7.4706254
-7.90042
-7.55063
-4.731787
-5.240715
-5.252682
-5.1328254
-4.9281006
-5.1767325
-4.95269
-4.554755
-3.9039664
-5.1935463
-3.9540706
-6.7435107
-5.5205607
-5.606748
-3.102795
-3.9555953
-4.9518423
-2.9572453
-2.8406787
-1.8890259
-2.7522964
-0.60201323
-2.1937542
-1.5946212
-1.8686125
-1.6221766
-2.519543
-0.5950385
-1.2951758
-1.5667052
-1.4134914
-2.6157465
-2.7600813
-5.2646275
-6.2867274
-4.469571
-5.2464595
-6.9893384
-8.358963
-7.928381
-7.6986165
-8.31315
-9.708002
-10.398716
-11.42712
-9.571209
-10.935765
-12.741429
-12.971567
-12.823582
-13.0025625
-13.015261
-13.015887
-13.015675
-13.016011
-13.016053
-13.006465
-13.016766
-13.014449
-13.016122
-13.014554
-13.01494
-13.016404
-13.015685
-13.014993
-13.01561
-13.016327
-13.015545
-13.015166
-13.014336
-13.014764
-13.0150175
-13.014485
-13.013077
-13.016628
-13.014824
-13.009958
-13.008691
-12.948806
-11.516861
-13.009859
-13.004648
-13.014132
-13.004297
-12.994115
-12.65476
-12.994863
-12.915282
-12.272471
-13.0020075
-12.996809
-13.0169735
-12.60449
-10.119082
-10.331575
-10.346752
-12.898438
-12.08691
-12.81176
-12.884321
-12.504402
-13.003192
-12.97547
-10.71126
-9.304874
-11.098693
-9.242016
-7.7576327
-9.539195
-10.536655
-8.784609
-9.159524
-7.7732124
-8.8413925
-8.072228
-10.501425
-11.089458
-10.014451
-9.89071
-9.715501
-8.829341
-7.912228
-8.319089
-8.002932
-8.550865
-8.115984
-7.978616
-8.803055
-9.083736
-9.157546
-12.3098545
-12.848809
-12.965015
-13.016165
-13.01628
-13.015667
-13.015368
-13.015638
-13.0131035
-13.015507
-13.015432
-13.016162
-13.0153475
-13.015617
-13.015729
-13.015737
-13.015474
-13.015859
-13.015782
-13.015128
-13.015646
-13.015914
-13.015281
-13.015456
-13.010871
-13.009709
-13.001869
-13.009478
-13.006539
-10.987998
-8.761289
-9.207507
-7.345594
-6.1953053
-6.6983147
-5.887719
-4.6264944
-1.628629
-1.2511117
-2.1584435
-2.028289
-2.4222398
-1.456648
0.1343929
-0.31619722
-2.5715826
-2.0821023
-2.849235
-3.238533
-5.0354667
-5.0789747
-4.4528694
-5.4588184
-6.876437
-9.575866
-12.592955
-12.97939
-13.014932
-13.016327
-13.014428
-13.015394
-13.011425
-13.013847
-13.0156975
-13.015999
-13.015555
-13.015506
-13.015765
-13.015988
-13.016076
-13.015918
-13.015952
-13.0158615
-13.015975
-13.01564
-13.016062
-13.01601
-13.01562
-13.014731
-13.015161
-13.016281
-13.01601
-13.015679
-13.015768
-13.015934
-13.014008
-13.015534
-13.015146
-13.015638
-13.015631
-13.015568
-13.013281
-13.002678
-12.995341
-12.035111
-10.210373
-9.6951885
-8.82231
-7.9845796
-8.783057
