MACD_pred
-0.2867601
-0.24916586
-0.20574202
-0.16328982
-0.10561553
-0.033039253
0.096748
0.2417453
0.3848611
0.5089435
0.626296
0.7401135
0.8518881
0.96221745
1.0727172
1.1721734
1.2744607
1.3782487
1.4884465
1.6064103
1.721917
1.829111
1.9232218
2.0137954
2.0970745
2.1747787
2.2581892
2.3420994
2.430946
2.5214763
2.6081762
2.69353
2.7814188
2.8617504
2.92975
2.9815097
3.0232508
3.0541792
3.0733752
3.0766776
3.0640254
3.038551
2.9922645
2.93111
2.86569
2.7999206
2.7352176
2.6636825
2.5854576
2.504506
2.4240706
2.3451068
2.2733006
2.2098713
2.1492605
2.0883415
2.031881
1.98067
1.9336622
1.8916583
1.8437731
1.7913101
1.7306607
1.6711358
1.6150905
1.5670205
1.524028
1.4877064
1.4523059
1.4145645
1.3770965
1.33827
1.299911
1.2675072
1.2362442
1.2105594
1.1898589
1.172508
1.1541936
1.142212
1.1291758
1.1130642
1.0826337
1.0268955
0.9702911
0.9224537
0.83742553
0.76215774
0.68180454
0.62897414
0.5888543
0.5625153
0.53691864
0.5167968
0.48889098
0.45486063
0.42195964
0.38666785
0.35591957
0.32896858
0.3025761
0.27035433
0.24340206
0.20846893
0.17226219
0.13561496
0.0941241
0.052514095
0.011736126
-0.028012646
-0.060955856
-0.086788274
-0.08872615
-0.079504594
-0.06548
-0.026913688
0.024842883
0.0865487
0.14059561
0.20772412
0.26856363
0.32004946
0.37337402
0.42500556
0.4774274
0.53614575
0.59332633
0.6520052
0.70613825
0.7598314
0.8100114
0.8604634
0.91227823
0.95977026
1.0048223
1.0482053
1.0920298
1.1375474
1.185716
1.2259278
1.2566981
1.286231
1.3098254
1.3289071
1.34858
1.3735709
1.4037315
1.4307789
1.4532422
1.4691341
1.4814252
1.4998639
1.5141459
1.5286028
1.5410954
1.5605391
1.5800799
1.5990005
1.6102657
1.6169682
1.6151279
1.608225
1.6013165
1.5953422
1.593726
1.5938704
1.592657
1.5902098
1.5903955
1.5934826
1.5966632
1.6020283
1.6027848
1.6018919
1.5997238
1.597477
1.5905333
1.5861588
1.578431
1.5791857
1.5821043
1.5855662
1.5863674
1.5875312
1.591333
1.5937545
1.5912498
1.5809164
1.5654927
1.5450642
1.5186796
1.4904683
1.4652053
1.4533807
1.4523168
1.4528918
1.4521863
1.4462199
1.4341269
1.4218876
1.4109839
1.4047
1.3971913
1.3903116
1.3799309
1.3632185
1.3409299
1.3105656
1.2820854
1.2502545
1.2228197
1.2038668
1.1943144
1.1950474
1.1962136
1.1878313
1.1715943
1.1512592
1.1339155
1.1240575
1.1267534
1.1370003
1.1507064
1.1618408
1.1768588
1.1996039
1.2298923
1.2661712
1.3087541
1.3534667
1.3988091
1.4408005
1.4847883
1.5235549
1.5614814
1.588867
1.6058671
1.6145704
1.6187632
1.6217449
1.6297679
1.6365867
1.6453665
1.6523094
1.6586708
1.661722
1.6618881
1.6607338
1.6603316
1.663758
1.6676134
1.6725549
1.6792649
1.6855112
1.688142
1.6889424
1.6863426
1.6803439
1.6711937
1.6604115
1.655456
1.6476845
1.6439312
1.6410329
1.6441379
1.6441942
1.6395258
1.6255224
1.6030549
1.5774984
1.5476515
1.5141859
1.483237
1.4555612
1.427586
