SMA_pred
136.64166
136.64166
136.64171
136.64172
136.64174
136.64175
136.64178
136.6418
136.64183
136.64188
136.6419
136.64197
136.64203
136.6421
136.64218
136.64223
136.6423
136.64236
136.64243
136.64244
136.64249
136.6425
136.6425
136.6425
136.6425
136.64249
136.64246
136.64244
136.64241
136.64235
136.64227
136.64218
136.64206
136.64197
136.64185
136.64175
136.64166
136.64159
136.6415
136.6414
136.6413
136.64119
136.64107
136.64096
136.64084
136.64073
136.64062
136.64056
136.64052
136.64055
136.6406
136.6407
136.64082
136.64095
136.64105
136.64113
136.6412
136.64128
136.64134
136.6414
136.64148
136.64153
136.6416
136.64166
136.64171
136.64174
136.64174
136.64172
136.64166
136.64156
136.6414
136.64122
136.64099
136.64073
136.64043
136.64006
136.63966
136.6392
136.63867
136.63805
136.63733
136.63647
136.63547
136.63425
136.63275
136.63089
136.62854
136.6256
136.62187
136.61722
136.61142
136.6041
136.59471
136.58232
136.56541
136.5411
136.50381
136.44466
136.35184
136.20602
135.98106
135.65056
135.20099
134.65114
134.07431
133.57695
133.23251
133.0664
133.06273
133.18321
133.37178
133.57938
133.78526
133.98355
134.17448
134.36226
134.55989
134.7536
134.93745
135.12721
135.31943
135.49435
135.64105
135.75928
135.84631
135.90251
135.93477
135.95381
135.9648
135.96838
135.9633
135.94296
135.8989
135.82832
135.73337
135.63042
135.5367
135.47113
135.4401
135.43324
135.44371
135.46191
135.4762
135.48587
135.50565
135.52951
135.55083
135.56929
135.57726
135.56897
135.54709
135.52142
135.51357
135.53763
135.58974
135.65529
135.71368
135.74828
135.75761
135.74048
135.69092
135.6109
135.49951
135.33807
135.08348
134.68375
134.07063
133.15955
131.92244
130.44017
128.81963
127.17359
125.56389
124.008
122.50064
121.02713
119.61122
118.27486
117.04379
115.96096
115.04336
114.268814
113.619026
113.07431
112.61931
112.257126
111.987335
111.809265
111.705765
111.66412
111.68732
111.76891
111.90719
112.0927
112.32443
112.61652
112.971794
113.40781
113.93004
114.53766
115.24266
116.06321
117.03157
118.20022
119.621155
121.30079
123.21001
125.28478
127.42475
129.46523
131.20428
132.53972
133.48302
134.10556
134.4805
134.65167
134.62712
134.37807
133.84235
132.89806
131.3792
