kalman_pred
0.71761
0.64756733
0.6021118
0.57280564
0.5482909
0.51608646
0.4523885
0.37693805
0.32885742
0.3119893
0.28305626
0.24376392
0.16113606
0.085875764
-0.0039248965
-0.099563934
-0.16379642
-0.20840563
-0.27702376
-0.30297095
-0.34174374
-0.4079204
-0.47570464
-0.54426724
-0.62382627
-0.66632724
-0.7311211
-0.81968737
-0.9358018
-1.0602596
-1.1767093
-1.3156643
-1.4515699
-1.5985558
-1.7288823
-1.8585678
-1.9027652
-1.9535154
-2.0036125
-2.0990586
-2.2056763
-2.318747
-2.4313965
-2.5283146
-2.6318107
-2.7454827
-2.8324068
-2.9132879
-3.027914
-3.0988746
-3.1692936
-3.2217975
-3.2868207
-3.3641648
-3.426304
-3.4678586
-3.4729447
-3.461118
-3.4002984
-3.328606
-3.3324602
-3.3503742
-3.3676636
-3.348155
-3.2692363
-3.222651
-3.173979
-3.0867922
-3.0418537
-2.9461262
-2.8382807
-2.7261283
-2.5954964
-2.4949682
-2.389884
-2.2517316
-2.0501325
-1.8430963
-1.5934075
-1.3283725
-1.0534704
-0.8022069
-0.52546275
-0.29355532
-0.059764493
0.19265501
0.4091948
0.5797203
0.7605809
0.9155205
1.0422269
1.1636635
1.28272
1.4146348
1.5548779
1.6789265
1.8059766
1.9377359
2.0485432
2.1453187
2.1583874
2.1736696
2.1785035
2.180189
2.1641793
2.1535196
2.1474662
2.106038
2.0787938
2.0479655
2.0137928
1.9719858
1.94901
1.917367
1.8588343
1.8286635
1.7973922
1.7225522
1.6549124
1.5605228
1.4457277
1.3164877
1.1853845
1.060772
0.9309078
0.78851736
0.6582651
0.51379067
0.37665704
0.24757317
0.049144506
-0.15343322
-0.35283035
-0.55196804
-0.784514
-0.9839432
-1.234646
-1.3412024
-1.4839633
-1.6124126
-1.7116514
-1.818129
-1.94196
-2.0889442
-2.2214334
-2.3359675
-2.4548984
-2.5356793
-2.572923
-2.5290575
-2.4733527
-2.3511174
-2.1565547
-1.9378608
-1.7034477
-1.4615332
-1.1742051
-0.9162671
-0.61133784
-0.29740772
0.039784435
0.36200884
0.6532116
0.9685494
1.1692352
1.357304
1.518757
1.6278443
1.7711012
1.9256474
2.016174
2.0965958
2.1794622
2.2594786
2.3313355
2.4212787
2.5354848
2.6093206
2.6665685
2.713899
2.763602
2.8203022
2.8654964
2.9325874
2.9892025
3.0287392
3.079238
3.147948
3.1871262
3.2309334
3.2770522
3.3175693
3.3540723
3.3965304
3.4415407
3.48995
3.519155
3.5506196
3.5772047
3.6005554
3.6160736
3.6168988
3.623798
3.630768
3.643705
3.655098
3.6490464
3.6607494
3.6495602
3.6394937
3.6210885
3.614349
3.6139116
3.6042948
3.5913353
3.584318
3.5781863
3.5576427
3.531649
3.5099144
3.482587
3.447178
3.4109197
3.3831544
3.3586338
3.3347268
3.3151944
3.320151
3.3094828
3.308377
3.3043523
3.292007
3.2852538
3.288533
3.2862628
3.2728646
3.264982
3.2396197
3.2204108
3.1983368
3.197826
3.185618
3.1936958
3.2017024
3.2292552
3.2590072
3.2772586
3.2708023
3.2524571
3.249149
3.2494287
3.2603128
3.2713406
3.2949967
3.3191376
3.33093
3.339706
3.3491704
3.3784912
3.430811
3.5030122
3.573632
3.6452184
3.6977596
3.7629209
3.8066785
3.8509321
3.8973608
3.916793
3.984229
4.0680175
4.1275554
4.1679416
4.1763496
4.18095
4.1846805
4.1924663
4.202335
4.194145
4.17877
4.154697
4.130392
4.0927835
4.05163
4.013815
3.974911
3.9357722
3.9077082
3.878744
3.8588688
3.8584082
3.8533607
3.8522248
3.848258
3.8451788
3.8422916
3.838868
3.840322
3.833266
3.825083
3.8169568
3.8024163
3.7661877
3.734389
3.6988692
3.6735475
3.629931
3.5916822
3.5477698
3.5075083
3.458294
3.4104354
3.3586874
3.3054428
3.2370973
3.1683505
3.1041741
3.0269618
2.9338434
2.8383343
2.7441852
2.6389966
2.5805314
2.4853928
2.4083211
2.3301756
2.2338247
2.150277
2.0391707
1.9104025
1.7490234
