hybrid_pred
-2.8340719
-2.833221
-2.8324428
-2.8319757
-2.831905
-2.8322215
-2.833083
-2.834463
-2.8364437
-2.8389816
-2.8420033
-2.8452182
-2.8482442
-2.8508198
-2.8527527
-2.8537755
-2.8535156
-2.8518016
-2.8487275
-2.8443713
-2.8390334
-2.8329132
-2.826271
-2.8196785
-2.8137121
-2.8088257
-2.8054419
-2.8037858
-2.8041167
-2.8064373
-2.8104103
-2.815448
-2.8212163
-2.8272974
-2.8332102
-2.838591
-2.843242
-2.8469837
-2.8494284
-2.8504572
-2.8498318
-2.8474936
-2.8435414
-2.8382707
-2.832184
-2.825517
-2.8189473
-2.8132195
-2.8085072
-2.8048756
-2.8017273
-2.799239
-2.7978315
-2.7973719
-2.7976665
-2.7984715
-2.799917
-2.8018887
-2.8039155
-2.8060079
-2.8077917
-2.8096786
-2.8122857
-2.814473
-2.8159633
-2.8168461
-2.8169887
-2.8171027
-2.816831
-2.8164458
-2.8163087
-2.8170657
-2.8189185
-2.8215034
-2.8247125
-2.8282933
-2.8316038
-2.8346438
-2.8369668
-2.8381696
-2.8380258
-2.8363342
-2.83327
-2.8289597
-2.8236563
-2.8176885
-2.810961
-2.8038344
-2.7966547
-2.789899
-2.7837825
-2.7785401
-2.7744925
-2.7716484
-2.7698631
-2.7689528
-2.7686484
-2.7690663
-2.7702804
-2.7723794
-2.7749286
-2.7778335
-2.7810028
-2.7843032
-2.7877018
-2.7911222
-2.7944334
-2.7976499
-2.8004785
-2.8024828
-2.8032498
-2.8027902
-2.8010361
-2.7978654
-2.7933736
-2.787746
-2.7811751
-2.7739663
-2.7665997
-2.759512
-2.7528856
-2.747161
-2.7425845
-2.7396157
-2.7382421
-2.7385077
-2.7402306
-2.7432709
-2.7472117
-2.7517862
-2.7568867
-2.7620769
-2.7668438
-2.771091
-2.7744627
-2.7765908
-2.7775476
-2.7773554
-2.7758892
-2.7733424
-2.7699308
-2.76635
-2.7627409
-2.759246
-2.7561126
-2.7534919
-2.7513618
-2.7496197
-2.748053
-2.7466018
-2.7448547
-2.7429028
-2.7407866
-2.7382953
-2.7352948
-2.7317955
-2.728079
-2.7244217
-2.7209074
-2.717777
-2.7154229
-2.7142448
-2.7146926
-2.7167616
-2.720533
-2.7258182
-2.7322772
-2.7393827
-2.7466037
-2.7535458
-2.7598119
-2.7649016
-2.768244
-2.769756
-2.769174
-2.7663233
-2.7614114
-2.754853
-2.7474678
-2.7400012
-2.7329302
-2.7268615
-2.7224674
-2.7198424
-2.7190704
-2.7198982
-2.722047
-2.7252262
-2.7290633
-2.7331457
-2.7371135
-2.740844
-2.7441678
-2.7469454
-2.7490165
-2.750695
-2.7522337
-2.7539074
-2.7558796
-2.758373
-2.7618098
-2.7659614
-2.7704794
-2.774947
-2.778802
-2.7813966
-2.7828493
-2.7830703
-2.7817209
-2.7788506
-2.7747638
-2.7697945
-2.764142
-2.7579412
-2.7515683
-2.745706
-2.7409952
-2.7379646
-2.7367404
-2.7371988
-2.7391481
-2.7424085
-2.7466214
-2.7514775
-2.7568908
-2.7627866
-2.7687852
-2.774378
-2.779274
-2.7834442
-2.786686
-2.7888043
-2.789965
-2.7903113
-2.7899528
-2.7890334
-2.787637
-2.7856624
-2.7832155
-2.7805347
-2.7778404
-2.775318
-2.7730184
-2.7713082
-2.7702653
-2.7698693
-2.7701921
-2.771197
-2.772752
-2.7746763
-2.7766683
-2.7784503
-2.77964
-2.7801576
-2.7796624
-2.7776906
-2.7741823
-2.769294
-2.7633858
-2.756788
-2.7496147
-2.742409
-2.7358963
-2.730792
-2.7275937
-2.7264454
-2.7273135
-2.7300932
-2.7348325
-2.7411306
-2.7484033
-2.7565215
-2.7654705
-2.774871
-2.7841277
-2.7924683
-2.7990637
-2.8038244
-2.806925
-2.8080728
-2.8072126
-2.8045819
-2.8006709
-2.79581
-2.7902067
-2.7836626
-2.776334
-2.7692466
-2.7631419
-2.7575336
-2.752714
-2.74885
-2.7460332
-2.7445247
-2.744083
-2.744667
-2.746511
-2.7495728
-2.7537234
-2.7586327
-2.763896
-2.7691197
-2.7741523
-2.7790122
-2.7832408
-2.7868292
-2.7899923
-2.7925549
-2.7942913
-2.795213
-2.7957067
-2.7957158
-2.795117
