EMA_pred
81.476105
81.45404
81.4665
81.51064
81.574356
81.650986
81.72451
81.79477
81.874146
81.95421
82.04603
82.1755
82.368
82.64434
83.00597
83.45381
83.946266
84.464035
84.99127
85.50656
85.98962
86.425896
86.825386
87.17882
87.47266
87.70715
87.89111
88.032234
88.1262
88.18802
88.24322
88.313545
88.4285
88.584145
88.76859
88.966606
89.186745
89.44984
89.75844
90.12599
90.559685
91.03469
91.50937
91.91283
92.17483
92.24905
92.10136
91.71973
91.19265
90.58627
90.02782
89.557144
89.182846
88.78261
88.355316
87.89856
87.358185
86.80575
86.23525
85.74521
85.4453
85.31773
85.236916
85.14987
85.080414
85.02016
85.07389
85.220406
85.463486
85.73431
86.00471
86.245476
86.48213
86.777664
87.0993
87.47569
87.85504
88.20356
88.57018
88.97072
89.45201
90.03603
90.75274
91.50887
92.26167
92.93916
93.51308
93.99345
94.36672
94.604416
94.697556
94.63719
94.456085
94.21832
93.98645
93.81279
93.73074
93.76354
93.81291
93.843216
93.82158
93.767654
93.69753
93.62892
93.601234
93.62333
93.70107
93.81407
93.94882
94.1251
94.379364
94.73331
95.16785
95.61605
96.01942
96.30542
96.504395
96.619446
96.71394
96.76991
96.78652
96.75072
96.66538
96.570595
96.46902
96.38011
96.311935
96.272995
96.260155
96.28695
96.37993
96.54373
96.79875
97.12498
97.58277
98.16457
98.834816
99.56159
100.3207
101.09245
101.799095
102.445366
103.00831
103.48376
103.88874
104.2766
104.63967
104.98698
105.31371
105.60397
105.8781
106.11758
106.31809
106.468834
106.58304
106.674706
106.76035
106.83363
106.85934
106.83125
106.74499
106.5886
106.371216
106.14077
105.9098
105.69238
105.505974
105.35684
105.26457
105.242065
105.284195
105.3793
105.53344
105.75636
106.05777
106.43564
106.90625
107.46369
108.017456
108.45254
108.65697
108.6617
108.46545
108.13013
107.71997
107.294495
106.86589
106.45277
106.099014
105.82361
105.68037
105.64895
105.71961
105.853294
106.02127
106.20406
106.374245
106.50403
106.564514
106.57205
106.52589
106.44234
106.35816
106.319
106.356804
106.49454
106.708374
106.92172
107.10954
107.2289
107.27321
107.24796
107.15948
106.99318
106.747765
106.446526
105.99697
105.37554
104.56664
103.62325
102.59891
101.606834
100.74881
100.057755
99.521
99.06838
98.66814
98.30332
98.01546
97.822174
97.735855
97.70655
97.714
97.74292
97.784615
97.82425
97.890495
97.99485
98.120186
98.26466
98.409035
98.54655
98.661446
98.744095
98.80739
98.8639
98.91179
98.95004
98.972725
98.98476
98.99515
99.03488
99.1277
99.26373
99.441635
99.65242
99.889206
100.13581
100.37878
100.579994
100.7271
100.8152
100.85524
100.818016
100.71483
100.558365
100.36275
100.137764
99.89805
99.66894
99.504005
99.47791
99.60152
99.87472
100.24612
100.700294
101.268715
101.99279
102.77608
103.539276
104.21223
104.76217
105.17858
105.500946
105.77956
106.062706
106.39895
106.64878
106.718666
106.543655
106.107956
105.488686
104.745926
103.9335
103.06971
102.20311
101.34361
100.48425
99.64622
98.86041
98.15045
97.494156
96.88315
96.35048
95.90748
95.54763
95.246376
95.01566
94.84162
94.744225
94.7335
94.792145
94.87561
94.96791
95.06037
95.14175
95.189766
95.21493
95.26249
95.34728
95.4608
95.60405
95.77409
95.96516
96.17755
96.396065
96.62715
96.854095
97.082275
97.304565
97.507416
97.70552
97.9116
98.13355
98.354996
98.572716
98.79147
99.01992
99.288895
99.625694
100.01099
100.433586
100.850586
101.21658
101.48449
101.69071
101.8672
102.05394
102.275795
102.53542
102.8275
103.127304
103.45583
103.81436
104.19724
104.58968
104.986595
105.37788
105.75748
106.13083
106.49808
106.853065
107.183334
107.48438
107.7684
108.0313
108.29404
108.5602
108.851135
109.16959
109.53357
109.932945
110.34712
110.76037
111.14194
111.4807
111.74091
111.9358
112.06655
112.15296
112.20602
112.251564
112.303314
112.37493
112.46393
112.57277
112.70582
112.85346
113.020515
113.19567
113.37431
113.51889
113.61657
113.66561
113.679344
113.67847
113.68522
113.7116
113.75591
113.81248
113.90703
114.038795
114.21601
114.420944
114.64944
114.88912
115.117874
115.34115
115.46345
115.471924
115.359085
115.1702
114.94016
114.71386
114.52469
114.36636
114.23738
114.1196
113.97777
113.80659
113.621826
113.44053
113.2623
113.0825
112.89907
112.69624
112.48407
112.265625
112.06849
111.89078
111.74339
111.6127
111.50086
111.402084
111.29742
111.179276
111.04286
110.89168
110.7394
110.56198
110.338135
110.03965
109.690735
109.31008
108.94379
108.603676
108.26259
107.903046
107.50135
107.07413
106.594696
106.08926
105.56459
105.04502
104.52783
104.02204
103.5244
103.041084
102.61993
102.29835
102.10071
102.03112
102.076004
102.21085
102.395805
102.59807
102.78515
102.90878
102.954185
102.92202
102.83453
102.70442
102.618454
102.59518
102.626236
102.70576
102.831726
102.99873
103.18795
103.42456
103.65737
103.89629
104.11377
104.32033
104.51151
104.68719
104.86331
105.05848
105.273575
105.52009
105.78916
106.02942
106.22094
106.36064
106.46487
106.55229
106.64067
106.73087
106.83371
106.981064
107.17319
107.42744
107.74491
108.10072
108.454155
108.80194
109.13309
109.44661
109.769165
110.10312
110.4505
110.79566
111.12455
111.42874
111.70194
111.92459
112.05261
112.0595
111.96028
111.78868
111.59704
111.39944
111.204185
111.00717
110.82989
110.67915
110.55588
110.47817
110.42397
110.35469
110.24658
110.11742
110.00564
109.94355
109.95614
110.02279
110.12486
110.235344
110.339165
110.446754
110.52989
110.56658
110.53472
110.438
110.20503
109.81338
109.23366
108.48186
107.57892
106.64821
105.778305
105.061356
104.539024
104.238785
104.14993
104.25176
104.505226
104.80252
105.104935
105.35686
105.54368
