Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.0,0.5838566400447309,0.5666843836214651,0.5709773302078247,254509,0.0,0.0
1962-01-03 00:00:00-05:00,0.0,0.5752702951431274,0.5613179185008608,0.5752702951431274,505190,0.0,0.0
1962-01-04 00:00:00-05:00,0.0,0.5849297262314219,0.5752702951431274,0.5752702951431274,254509,0.0,0.0
1962-01-05 00:00:00-05:00,0.0,0.573123363214585,0.5580976148087476,0.5602442622184753,376979,0.0,0.0
1962-01-08 00:00:00-05:00,0.0,0.5613173383028158,0.5538043681706155,0.5570242404937744,399942,0.0,0.0
1962-01-09 00:00:00-05:00,0.0,0.5613173383028158,0.5548777503489074,0.5570242404937744,376979,0.0,0.0
1962-01-10 00:00:00-05:00,0.0,0.5559512171143401,0.54951162681943,0.5505848526954651,304262,0.0,0.0
1962-01-11 00:00:00-05:00,0.0,0.5538046967062232,0.5355592258527568,0.5484383702278137,269818,0.0,0.0
1962-01-12 00:00:00-05:00,0.0,0.5559511234550404,0.537705659866333,0.537705659866333,692723,0.0,0.0
1962-01-15 00:00:00-05:00,0.0,0.5441453679441751,0.5377058160369366,0.543071985244751,252595,0.0,0.0
1962-01-16 00:00:00-05:00,0.0,0.5527312755584717,0.5409253614715589,0.5527312755584717,239200,0.0,0.0
1962-01-17 00:00:00-05:00,0.0,0.5538046967062232,0.5452186526870193,0.5484383702278137,135866,0.0,0.0
1962-01-18 00:00:00-05:00,0.0,0.5538045013023519,0.5462916860565192,0.5527312755584717,306176,0.0,0.0
1962-01-19 00:00:00-05:00,0.0,0.5516583136897778,0.5419988464702045,0.5462919473648071,170310,0.0,0.0
1962-01-22 00:00:00-05:00,0.0,0.5516580424893647,0.5430718449212169,0.5495115518569946,246854,0.0,0.0
1962-01-23 00:00:00-05:00,0.0,0.5548783058936266,0.5473653674125671,0.5473653674125671,164570,0.0,0.0
