na_pred
4.0183935
4.132756
4.1518354
4.0530267
4.0282054
3.911512
3.859078
3.7404041
3.9268143
3.875496
3.93947
3.9091337
3.962098
3.938703
4.0131397
3.9866097
3.8835185
3.9322593
3.9403539
3.8709953
3.824043
3.8033807
3.763255
3.7623534
3.7399676
3.741578
3.782145
3.791536
3.797595
3.8644176
3.8462992
3.884494
3.890317
3.9246006
3.9726453
4.0001793
4.1029778
4.2007103
4.155363
4.2297297
4.1216583
4.101375
4.0873575
4.2556624
4.3931828
4.2432194
4.3504353
4.4686685
4.5771003
4.492352
4.492233
4.43201
4.4924707
4.479225
4.53266
4.5338397
4.5268035
4.5200906
4.5181518
4.4764543
4.4970856
4.387661
4.449299
4.4550514
4.4911284
4.4850187
4.4328327
4.427543
4.4591436
4.369301
4.416634
4.3574486
5.275286
4.94566
5.1342525
5.1905603
5.1654043
5.137318
5.211533
5.1732607
5.1333823
5.1599813
5.1881413
5.1647935
5.1503186
5.169285
5.125065
5.1741843
5.255343
5.2625065
5.29952
5.2586613
5.3354454
5.44815
5.5651608
5.5671935
5.69035
5.876802
5.8782434
5.7996607
5.6770225
5.624927
5.810732
5.826995
5.8016305
5.83874
5.7180247
5.776091
5.754611
5.785307
5.998792
6.344732
6.281351
6.537969
6.2848735
6.443299
6.2067485
6.093853
6.3415613
6.3198133
6.351041
6.279856
6.2370424
6.2914853
6.261187
6.3279386
6.259959
6.346929
6.3170266
6.373156
6.358375
6.609672
6.55992
6.5713186
6.4522715
6.871257
7.4646754
7.698177
7.685881
7.715585
7.799627
7.6601343
7.391201
7.393538
7.4746017
7.542212
7.5782614
7.5416627
7.4870334
7.5437145
7.6499624
7.8067017
7.702894
7.6479006
7.8898563
8.292242
8.302829
8.393212
8.27127
8.324595
8.448055
8.397301
8.341503
8.258671
8.228266
8.318557
8.196085
7.8641014
7.4229107
7.1512437
7.1148834
6.9159126
7.0727596
7.0382094
7.070269
7.146303
7.1732273
7.2848845
7.336408
7.483336
7.342387
7.494292
7.536133
7.6038203
7.7682743
7.810218
7.857046
7.7283764
7.8633084
7.7244506
7.776393
7.5382867
7.6064935
7.5032763
7.660139
7.6100254
7.6485076
7.6891217
7.8184414
7.5468917
7.863442
8.203045
8.101913
7.9955764
8.059183
8.118819
7.9996514
7.765401
7.721113
7.593708
7.829618
7.848219
7.8234406
7.400658
7.6478977
7.7113853
7.829222
8.29985
8.872991
9.1440935
9.359771
9.294468
9.4352665
9.422996
9.472307
9.538209
9.513688
9.174199
9.235992
9.3213625
9.838704
9.9287815
10.5074005
10.594112
10.902776
10.880791
10.935019
11.181099
11.046372
11.267527
11.631686
11.665725
11.787904
11.79822
12.188203
11.860891
11.896337
11.728842
11.775788
11.749078
11.592314
11.653309
11.7353115
11.720146
11.554805
11.254354
11.112854
10.549804
10.515409
10.363962
10.304825
10.363872
10.701236
10.69154
10.821653
10.964984
10.976157
10.833036
11.959466
12.193862
12.2684145
13.256951
13.190105
13.512042
13.41316
13.644079
13.602434
13.404337
13.466225
13.199927
13.289062
13.836574
14.06786
14.160699
14.072251
14.869572
14.443202
14.812321
14.121569
13.544397
13.436759
13.314716
13.40148
13.358986
13.779656
14.061538
13.996194
13.984704
13.797943
13.699779
14.26492
13.888798
14.0927305
13.860218
13.833361
13.808132
13.760977
13.805291
13.98771
14.353455
14.457871
14.18767
14.220352
13.623315
13.743225
13.381912
13.3399
13.04408
12.677053
12.963728
13.009679
12.968052
13.129969
13.091739
13.216526
13.445397
13.444147
13.619
13.410406
13.656992
11.434765
11.3406925
10.932291
10.864804
10.586567
10.561651
11.049982
11.172311
11.398274
11.574634
12.545428
11.60699
11.692725
11.748143
11.529739
11.367402
11.2676115
11.386644
11.319849
11.394966
11.472937
11.3060255
11.285621
11.508083
12.05501
12.332783
12.7558155
12.439026
12.375416
12.290225
12.153385
11.937142
11.823062
12.13106
12.581855
13.528488
13.925459
13.953335
14.011893
13.638782
13.540092
13.040004
12.897142
12.572183
13.175438
13.054344
13.297383
13.638567
13.773775
14.125331
13.643208
13.974804
13.870311
13.666657
13.681239
13.810534
13.898915
14.053501
14.062386
14.542664
14.150696
14.069122
13.823552
13.866399
13.600652
13.441447
13.340863
13.495639
13.269927
13.0605955
12.563151
12.580911
12.876062
13.026237
12.787221
12.590985
12.622841
12.387854
12.431683
12.610632
12.63843
12.589163
12.454513
12.423242
12.75348
12.983599
13.156714
13.013109
13.012164
12.8733425
12.601317
12.766798
12.566182
12.496466
12.473497
12.647038
13.036251
13.082698
13.5711155
13.412552
13.404437
12.951075
12.821409
12.967802
12.907173
12.906126
12.846385
13.346574
13.300691
13.361959
13.321556
13.513041
13.686449
13.812343
14.0797615
14.129398
14.206352
14.16385
14.128707
14.04958
13.935604
14.112321
14.199365
12.920858
12.62049
12.373743
11.651835
11.537306
11.275639
11.303534
11.369336
11.918599
12.087473
11.901481
11.561336
11.662678
11.528766
11.503432
11.437921
11.543721
11.6282625
11.597733
11.667378
11.658204
11.681407
11.79304
11.549022
11.31748
11.316613
11.187423
10.684019
10.529965
10.542047
10.531084
10.4174
10.55422
10.401177
10.532417
10.545581
10.677859
11.152729
11.16887
11.258558
11.214943
11.024783
10.963801
10.966767
10.979821
10.767826
11.213834
11.619482
12.062747
11.975878
12.328417
12.09889
12.212787
12.334289
12.26676
12.1989565
12.340226
12.57079
12.659352
12.726959
12.965938
12.853565
12.668579
13.0222225
13.289194
13.022751
13.5996
13.327641
12.844009
12.174864
12.161733
12.057205
11.671138
11.678997
11.882585
11.956419
12.2361355
12.283407
12.103776
12.238392
12.044894
12.134017
12.247324
12.499608
12.601872
12.335938
12.228523
12.148834
12.198611
12.067426
12.366791
12.196754
12.022022
11.881346
11.949556
11.752891
11.770038
11.769701
11.736525
11.507183
11.586323
11.35276
11.135505
10.962664
10.629492
10.451117
10.531943
10.165138
10.134965
10.235983
10.419185
10.145504
10.080135
10.399648
10.296946
10.475297
10.378175
10.527336
10.811498
10.727123
10.604862
10.505088
10.548376
10.56136
10.282247
11.167253
11.244612
11.166377
11.353124
11.309608
11.336238
11.511946
11.7746105
11.817136
12.047741
12.227855
12.16148
12.365602
12.5443325
12.840795
12.864135
13.031754
13.07276
13.088784
13.189108
13.408533
13.529536
13.429851
13.76034
13.733496
14.218299
14.554896
14.647742
15.269579
14.81998
15.146115
15.454779
15.6105995
15.968703
15.94236
16.11652
16.634657
16.429724
16.380049
15.775368
15.861434
15.323048
15.485997
15.078886
15.245627
14.999883
15.079115
14.980935
15.288602
15.908071
16.128307
16.199808
16.073536
16.335724
16.159615
16.364618
16.563532
16.580833
16.506994
16.362305
16.49322
16.156073
16.036156
17.535654
18.020382
18.515306
17.91799
18.174252
18.425667
18.206163
18.863344
18.94978
19.066137
18.74154
18.748829
19.220938
19.399677
19.248686
19.013393
19.31724
19.463196
19.753046
20.130127
21.148102
22.417067
23.492615
23.66401
24.015514
23.997307
24.280851
26.208267
26.65973
26.461634
26.242786
28.003553
28.293095
29.753208
28.849998
30.486752
30.384804
30.183788
29.798306
29.707067
29.649343
30.486198
30.522871
30.347244
30.609722
29.565857
29.91603
28.228563
27.780193
27.103167
26.612265
25.88726
26.148968
24.662
24.694912
25.222075
25.196579
26.460592
25.926678
25.724789
23.704296
24.49357
24.417992
22.754978
20.225134
18.729311
17.833553
17.516935
17.874914
19.117302
19.208994
19.1286
19.813036
20.771341
20.5273
20.4761
19.215113
19.533869
20.16386
20.612722
20.127691
19.08556
19.160416
18.704145
19.043112
19.426023
20.11684
20.406132
20.561476
20.6411
22.322462
20.774195
20.954042
19.645563
19.94059
19.746326
19.912666
19.567636
19.465277
18.789278
19.141775
18.210764
17.98033
17.177296
16.84393
17.548878
17.176264
17.449928
17.83334
18.210833
17.101597
18.355677
19.494919
19.78439
19.517778
19.339083
19.831957
19.734348
19.869078
19.455431
19.782688
20.106659
19.45761
19.485428
20.138523
20.936495
19.83037
19.224283
21.749271
22.73955
23.043594
22.965347
22.720251
22.7702
22.249779
22.529705
22.389256
22.231455
22.208914
22.364803
22.770182
22.971153
23.055103
23.09759
23.43335
23.71624
23.441088
22.982368
22.98078
23.034775
22.779463
22.811003
22.071434
21.795412
21.619928
22.185926
22.524496
22.47866
22.193634
22.520622
22.534414
24.367533
24.309591
25.959227
25.161488
25.100697
24.965088
24.39159
24.493944
24.58344
25.185026
25.412363
26.973484
27.246292
27.39448
27.240454
26.507208
26.881027
26.718925
26.771578
26.342577
26.690676
26.426357
26.512985
26.8524
26.756762
27.111258
26.582258
26.78159
26.61486
26.565866
26.011076
26.897154
26.883472
26.388597
25.870792
26.118578
26.189098
26.590202
25.5059
26.202639
26.328373
26.657629
26.356989
25.833496
26.315529
26.257933
25.60732
25.584782
27.24881
26.724783
26.736408
26.364868
26.579096
27.828264
27.786964
29.503662
29.985443
30.792068
30.452156
30.426785
30.033054
29.268167
28.420057
29.027649
28.96067
28.579636
27.937334
28.023169
27.740948
28.333864
28.89059
28.735222
29.325832
29.410818
29.52337
29.730093
30.13436
30.934671
31.377918
31.04517
31.218065
32.002407
31.73711
31.5959
31.192898
30.896626
31.013233
31.341715
31.784668
31.508257
31.776752
31.480652
31.75619
29.539555
29.047457
28.546213
27.405067
27.724249
27.725018
30.861547
31.121965
30.346254
30.361841
29.235355
28.89562
29.547884
29.746952
29.22606
29.721401
29.968355
28.528187
28.908737
28.834003
29.227379
29.52567
29.589169
29.36827
29.334017
29.755781
29.175266
29.099768
28.878246
28.552383
28.749096
29.007233
29.158915
29.252695
28.934088
28.894615
28.702776
29.070898
28.330454
28.29391
28.188988
27.666615
27.772047
27.538939
27.26891
27.408216
27.602995
27.597918
27.115467
27.271015
27.215214
28.080997
28.62333
28.873985
29.04877
29.348757
29.360191
30.067446
29.79964
29.763689
29.969332
30.627262
31.323997
30.951355
31.133131
31.675213
32.356087
33.31563
33.332405
33.350807
33.60997
33.67154
33.723526
33.945873
34.489983
35.030388
35.20008
36.1172
37.084988
37.011463
36.184807
35.975502
36.367428
35.793983
35.97351
35.7674
35.512802
35.552383
36.03411
36.07129
36.060444
35.650135
35.999718
35.994045
37.929653
37.096054
37.93136
38.21325
38.03576
38.40666
39.1367
40.082012
40.66433
40.765053
40.598663
40.20718
40.415005
